#Iteration	Date	Time	Chirp	Phase	RamanAxis	RatioMean	RatioStdDev
1	02/09/2022	16:52:17.747	0.00000000E+0	-3.14159265E+1	5.00000000E+0	4.30147778E-1	0.00000000E+0
2	02/09/2022	16:52:19.255	0.00000000E+0	-3.12065382E+1	5.00000000E+0	4.40359055E-1	0.00000000E+0
3	02/09/2022	16:52:20.653	0.00000000E+0	-3.09971498E+1	5.00000000E+0	4.58377475E-1	0.00000000E+0
4	02/09/2022	16:52:22.145	0.00000000E+0	-3.07877614E+1	5.00000000E+0	4.64636722E-1	0.00000000E+0
5	02/09/2022	16:52:23.554	0.00000000E+0	-3.05779895E+1	5.00000000E+0	4.80595350E-1	0.00000000E+0
6	02/09/2022	16:52:24.920	0.00000000E+0	-3.03686012E+1	5.00000000E+0	4.90091648E-1	0.00000000E+0
7	02/09/2022	16:52:26.472	0.00000000E+0	-3.01592128E+1	5.00000000E+0	4.92505148E-1	0.00000000E+0
8	02/09/2022	16:52:27.873	0.00000000E+0	-2.99498244E+1	5.00000000E+0	4.98017319E-1	0.00000000E+0
9	02/09/2022	16:52:29.332	0.00000000E+0	-2.97404360E+1	5.00000000E+0	5.01257651E-1	0.00000000E+0
10	02/09/2022	16:52:30.819	0.00000000E+0	-2.95310476E+1	5.00000000E+0	4.98698959E-1	0.00000000E+0
11	02/09/2022	16:52:32.206	0.00000000E+0	-2.93216593E+1	5.00000000E+0	4.99378378E-1	0.00000000E+0
12	02/09/2022	16:52:33.718	0.00000000E+0	-2.91122709E+1	5.00000000E+0	4.97803279E-1	0.00000000E+0
13	02/09/2022	16:52:35.114	0.00000000E+0	-2.89024990E+1	5.00000000E+0	4.87404609E-1	0.00000000E+0
14	02/09/2022	16:52:36.512	0.00000000E+0	-2.86931106E+1	5.00000000E+0	4.93822787E-1	0.00000000E+0
15	02/09/2022	16:52:37.977	0.00000000E+0	-2.84837223E+1	5.00000000E+0	4.76824170E-1	0.00000000E+0
16	02/09/2022	16:52:39.374	0.00000000E+0	-2.82743339E+1	5.00000000E+0	4.65828729E-1	0.00000000E+0
17	02/09/2022	16:52:40.854	0.00000000E+0	-2.80649455E+1	5.00000000E+0	4.55493208E-1	0.00000000E+0
18	02/09/2022	16:52:42.299	0.00000000E+0	-2.78555571E+1	5.00000000E+0	4.39255653E-1	0.00000000E+0
19	02/09/2022	16:52:43.693	0.00000000E+0	-2.76461687E+1	5.00000000E+0	4.33189365E-1	0.00000000E+0
20	02/09/2022	16:52:45.209	0.00000000E+0	-2.74363969E+1	5.00000000E+0	4.22768862E-1	0.00000000E+0
