#Iteration	Date	Time	Chirp	Phase	RamanAxis	RatioMean	RatioStdDev
1	02/09/2022	17:18:18.681	0.00000000E+0	-3.14159265E+1	5.00000000E+0	4.63824144E-1	0.00000000E+0
2	02/09/2022	17:18:20.064	0.00000000E+0	-3.12065382E+1	5.00000000E+0	4.62447394E-1	0.00000000E+0
3	02/09/2022	17:18:21.476	0.00000000E+0	-3.09971498E+1	5.00000000E+0	4.65272932E-1	0.00000000E+0
4	02/09/2022	17:18:23.014	0.00000000E+0	-3.07877614E+1	5.00000000E+0	4.64103218E-1	0.00000000E+0
5	02/09/2022	17:18:24.394	0.00000000E+0	-3.05779895E+1	5.00000000E+0	4.78318684E-1	0.00000000E+0
6	02/09/2022	17:18:25.980	0.00000000E+0	-3.03686012E+1	5.00000000E+0	4.71207271E-1	0.00000000E+0
7	02/09/2022	17:18:27.361	0.00000000E+0	-3.01592128E+1	5.00000000E+0	4.69580457E-1	0.00000000E+0
8	02/09/2022	17:18:28.755	0.00000000E+0	-2.99498244E+1	5.00000000E+0	4.64086686E-1	0.00000000E+0
9	02/09/2022	17:18:30.256	0.00000000E+0	-2.97404360E+1	5.00000000E+0	4.59029841E-1	0.00000000E+0
10	02/09/2022	17:18:31.649	0.00000000E+0	-2.95310476E+1	5.00000000E+0	4.58472837E-1	0.00000000E+0
11	02/09/2022	17:18:33.156	0.00000000E+0	-2.93216593E+1	5.00000000E+0	4.61099463E-1	0.00000000E+0
12	02/09/2022	17:18:34.605	0.00000000E+0	-2.91122709E+1	5.00000000E+0	4.50031863E-1	0.00000000E+0
13	02/09/2022	17:18:35.989	0.00000000E+0	-2.89024990E+1	5.00000000E+0	4.44181185E-1	0.00000000E+0
14	02/09/2022	17:18:37.549	0.00000000E+0	-2.86931106E+1	5.00000000E+0	4.40299698E-1	0.00000000E+0
15	02/09/2022	17:18:38.949	0.00000000E+0	-2.84837223E+1	5.00000000E+0	4.40689421E-1	0.00000000E+0
16	02/09/2022	17:18:40.413	0.00000000E+0	-2.82743339E+1	5.00000000E+0	4.36150999E-1	0.00000000E+0
